DEBUG:root:[Batch]: Epoch: 0, Step: 0, loss: 33.664368, F1: 0.0000
DEBUG:root:[Batch]: Epoch: 0, Step: 20, loss: 3.055302, F1: 0.5915
DEBUG:root:[Batch]: Epoch: 0, Step: 40, loss: 1.741671, F1: 0.7458
DEBUG:root:[Batch]: Epoch: 0, Step: 60, loss: 1.445246, F1: 0.6190
DEBUG:root:[Batch]: Epoch: 1, Step: 80, loss: 0.981582, F1: 0.8571
DEBUG:root:[Batch]: Epoch: 1, Step: 100, loss: 0.916904, F1: 0.9143
DEBUG:root:[Batch]: Epoch: 1, Step: 120, loss: 0.630251, F1: 0.9667
DEBUG:root:[Batch]: Epoch: 1, Step: 140, loss: 0.482590, F1: 0.9778
DEBUG:root:[Batch]: Epoch: 2, Step: 160, loss: 0.157767, F1: 0.9863
DEBUG:root:[Batch]: Epoch: 2, Step: 180, loss: 0.058252, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 2, Step: 200, loss: 0.134464, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 2, Step: 220, loss: 0.059092, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 3, Step: 240, loss: 0.019523, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 3, Step: 260, loss: 0.238859, F1: 0.9804
DEBUG:root:[Batch]: Epoch: 3, Step: 280, loss: 0.626217, F1: 0.9600
DEBUG:root:[Batch]: Epoch: 4, Step: 300, loss: 0.033233, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 4, Step: 320, loss: 0.108766, F1: 0.9643
DEBUG:root:[Batch]: Epoch: 4, Step: 340, loss: 0.002196, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 4, Step: 360, loss: 0.059849, F1: 0.9897
DEBUG:root:[Batch]: Epoch: 5, Step: 380, loss: 0.011073, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 5, Step: 400, loss: 0.002448, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 5, Step: 420, loss: 0.004712, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 5, Step: 440, loss: 0.092771, F1: 0.9859
DEBUG:root:[Batch]: Epoch: 6, Step: 460, loss: 0.032650, F1: 0.9831
DEBUG:root:[Batch]: Epoch: 6, Step: 480, loss: 0.089747, F1: 0.9455
DEBUG:root:[Batch]: Epoch: 6, Step: 500, loss: 0.002527, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 6, Step: 520, loss: 0.001045, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 7, Step: 540, loss: 0.017962, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 7, Step: 560, loss: 0.002126, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 7, Step: 580, loss: 0.001050, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 8, Step: 600, loss: 0.010664, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 8, Step: 620, loss: 0.000817, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 8, Step: 640, loss: 0.000576, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 8, Step: 660, loss: 0.000248, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 9, Step: 680, loss: 0.019836, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 9, Step: 700, loss: 0.001997, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 9, Step: 720, loss: 0.015200, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 9, Step: 740, loss: 0.000851, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 10, Step: 760, loss: 0.000518, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 10, Step: 780, loss: 0.000161, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 10, Step: 800, loss: 0.000192, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 10, Step: 820, loss: 0.000601, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 11, Step: 840, loss: 0.000690, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 11, Step: 860, loss: 0.019108, F1: 1.0000
DEBUG:root:[Batch]: Epoch: 11, Step: 880, loss: 0.022925, F1: 1.0000
DEBUG:root:[Dev]: F1 = 0.5546, Prec = 0.7447, Recall = 0.4418
DEBUG:root:[Batch]: Epoch: 0, Step: 0, loss: 18.107077, F1: 0.0000
DEBUG:root:[Batch]: Epoch: 0, Step: 20, loss: 3.302684, F1: 0.6292
DEBUG:root:[Batch]: Epoch: 0, Step: 40, loss: 1.451075, F1: 0.8205
DEBUG:root:[Batch]: Epoch: 0, Step: 60, loss: 1.513818, F1: 0.7419
DEBUG:root:[Batch]: Epoch: 0, Step: 80, loss: 1.164950, F1: 0.9091
